,feature_names,target_names,task_id
89,"('Hopvariety', 'Maltstyle', 'Yeastcharacter', 'Barrelage')",Beerperfection,89
90,"('Woolorigin', 'Colorintensity', 'Weavecomplexity', 'Embroideryartistry')",Tapestryrenown,90
91,"('Hidequality', 'Tanningtechnique', 'Cutprecision', 'Stitchtension')",Purseresilience,91
92,"('GrafpH', 'Nutrientbalance', 'Sunexposure', 'Irrigationschedule')",Plantthriving,92
93,"('Flourpurity', 'Eggrichness', 'Buttersilkiness', 'Prooftime')",Pastrydivineness,93
94,"('Furshine', 'Featherluster', 'Flightpower', 'Navigationability')",Falconprowess,94
95,"('Cheesetype', 'Olivevariety', 'Producefreshness', 'Breadcrispness')",Sandwicheuphoria,95
96,"('Paintopacity', 'Brushcontrol', 'Lightingmood', 'Stylemastery')",Portraitvirtuosity,96
97,"('Brewstrength', 'Milkfoam', 'Espressorichness', 'Baristacare')",Latteecstasy,97
98,"('Yearsofeducation', 'IQscore', 'hoursstudied', 'practicetestscores')",examscore,98
99,"('Ingredientcost', 'laborcost', 'rent', 'profitmargin')",restaurantprofit,99
100,"('Sizeofhouse', 'locationrating', 'schooldistrictrating', 'crimerate')",houseprice,100
101,"('Cloudcoverage', 'temperature', 'rainfall', 'sunlighthours')",cropyield,101
102,"('Companyrevenue', 'operatingcosts', 'R&Dspend', 'marketingspend')",stockprice,102
103,"('Height', 'armspan', 'leglength', 'growthrate')",basketballscoringability,103
104,"('Practicetime', 'techniquelevel', 'fitnesslevel', 'competitionlevel')",racetime,104
105,"('Yearsexperience', 'qualifications', 'interviewperformance', 'references')",chanceofhire,105
106,"('Memorycapacity', 'processorspeed', 'GPUpower', 'batterylife')",gamingperformance,106
107,"('Woolquality', 'healthlevel', 'breedquality', 'stockhandlerskill')",woolyield,107
108,"('Gradeaverage', 'extracurriculars', 'essayquality', 'interviewquality')",collegeacceptance,108
109,"('Enginepower', 'fuelefficiency', 'cabinspace', 'safetyfeatures')",carprice,109
110,"('Acreage', 'soilquality', 'rainfall', 'fertilizerused')",cropyield,110
111,"('Yearsexperience', 'techniquesknown', 'creativity', 'tastetesting')",chefwages,111
112,"('Linesofcode', 'complexity', 'functionality', 'usertesting')",softwareprofitability,112
113,"('Ingredientscost', 'chefskill', 'presentation', 'taste')",mealprice,113
114,"('Squarefootage', 'amenities', 'location', 'age')",propertyvalue,114
115,"('Topspeed', 'maneuverability', 'weaponry', 'pilotskill')",combateffectiveness,115
116,"('Interestrate', 'creditscore', 'incomelevel', 'savingsrate')",loaneligibility,116
117,"('Bandwidth', 'latency', 'uptime', 'customerservice')",internetproviderrating,117
118,"('Computationalpower', 'memorycapacity', 'batterylife', 'screenquality')",laptopprice,118
119,"('Numberofemployees', 'averageemployeeskill', 'managementcompetence', 'capitalinvestment')",companyvaluation,119
120,"('Acreage', 'irrigationsystem', 'greenhouserating', 'growerexpertise')",floweryield,120
121,"('Fatcontent', 'proteincontent', 'tastetesting', 'safetyinspection')",meatpriceperpound,121
122,"('Teacherenthusiasm', 'studentattentiveness', 'classengagement', 'studytime')",testscores,122
123,"('Fertilizerused', 'drainagesystemquality', 'weatherconditions', 'equipmentquality')",crophealth,123
124,"('Legroom', 'seatwidth', 'entertainmentoptions', 'crewattentiveness')",airlinerating,124
125,"('Gymsize', 'equipmentvariety', 'instructorexpertise', 'classvariety')",membershipfees,125
126,"('Enginepower', 'safetyfeatures', 'interioramenities', 'fuelefficiency')",carprice,126
127,"('yearsexperience', 'techniquemastery', 'creativity', 'senseofhumor')",comedianpay,127
128,"('ingredientscost', 'chefskill', 'presentation', 'restaurantdecor')",mealprice,128
129,"('teacherattentiveness', 'studententhusiasm', 'classdiscussion', 'homeworkcompleted')",testscores,129
130,"('cropacreage', 'soilfertility', 'rainfall', 'farmerdiligence')",harvestyield,130
131,"('enginepower', 'safetyfeatures', 'cabinspace', 'entertainmentsystem')",carprice,131
132,"('gymsize', 'machinevariety', 'trainerskill', 'classoptions')",membershipcost,132
133,"('linesofcode', 'functionality', 'usertesting', 'securitylevel')",softwareprofit,133
134,"('processorspeed', 'RAM', 'videocardquality', 'storagecapacity')",gamingPCprice,134
135,"('yearsexperience', 'continuingeducation', 'accuracypercentage', 'ethicsrating')",actuarysalary,135
136,"('wingsurfacearea', 'enginethrust', 'fuelefficiency', 'avionicssuite')",aircraftrange,136
137,"('cliniccleanliness', 'doctorattentiveness', 'diagnostictechnology', 'bedsidemanner')",patientsatisfaction,137
138,"('ingredientquality', 'chefskill', 'seasoningexpertise', 'platingartistry')",mealprice,138
139,"('teacherknowledge', 'studentfocus', 'classdiscussion', 'homeworkcompleted')",examperformance,139
140,"('fieldarea', 'irrigationquality', 'seasonaltemps', 'farmerdiligence')",cropyield,140
141,"('enginepower', 'cabinspace', 'ridesmoothness', 'safetyrating')",vehicleprice,141
142,"('equipmentvariety', 'trainerexpertise', 'classenjoyment', 'facilitycleanliness')",membershipfees,142
143,"('algorithmefficiency', 'coderobustness', 'usertesting', 'securityauditing')",softwareprofitability,143
144,"('fabricquality', 'patterncomplexity', 'sewingprecision', 'designercreativity')",clothingprice,144
145,"('industryexperience', 'riskmanagementskill', 'policycustomization', 'customerservice')",insurancepremiums,145
146,"('wingaspectratio', 'engineefficiency', 'avionicsupgrades', 'pilottechnique')",fueleconomy,146
147,"('ingredientquality', 'preparationtechnique', 'seasoningbalance', 'platepresentation')",mealenjoyment,147
148,"('teacherengagement', 'studentparticipation', 'homeworkcompletion', 'examstudytime')",testperformance,148
149,"('soilnutrients', 'rainfallconsistency', 'toolsmodernization', 'farmerdiligence')",harvestsize,149
150,"('safetyfeatures', 'cabincomfort', 'drivingperformance', 'fueleconomy')",ownershipsatisfaction,150
151,"('equipmentvariety', 'classenjoyment', 'staffprofessionalism', 'facilitycleanliness')",memberretention,151
152,"('codeefficiency', 'featureset', 'usertesting', 'securityprotocols')",customersatisfaction,152
153,"('fabricquality', 'patterncomplexity', 'constructionprecision', 'originality')",clothingdesireability,153
154,"('riskevaluation', 'policycustomization', 'customerservice', 'responsiveness')",customerloyalty,154
155,"('diagnosticaccuracy', 'treatmentexpertise', 'bedsidemanner', 'carecoordination')",healthoutcomes,155
156,"('ingredientfreshness', 'recipecomplexity', 'flavorblending', 'platepresentation')",diningpleasure,156
157,"('teacherattentiveness', 'studentparticipation', 'collaborativelearning', 'exampreparation')",academicgrowth,157
158,"('soilfertility', 'irrigationefficacy', 'equipmentoptimization', 'agriculturalknowledge')",harvestabundance,158
159,"('safetyratings', 'drivingdynamics', 'cabincomfort', 'fueleconomy')",customersatisfaction,159
160,"('machinevariety', 'classenjoyment', 'staffprofessionalism', 'facilitycleanliness')",memberenthusiasm,160
161,"('codeefficiency', 'capabilityscope', 'QArigor', 'securityresilience')",solutionvalue,161
162,"('fabricquality', 'constructionskill', 'attentiontodetail', 'stylisticexpressiveness')",designexcellence,162
163,"('riskanalysis', 'policyexpertise', 'customerfocus', 'responsiveness')",trustworthiness,163
164,"('aerodynamicrefinement', 'propulsiveefficiency', 'handlingqualities', 'systemsintegration')",missioneffectiveness,164
165,"('diagnosticinsight', 'treatmentproficiency', 'compassionatecare', 'coordinatedservices')",healthrestoration,165
166,"('ingredientquality', 'preparationaptitude', 'balanceofflavors', 'visualappeal')",tasteexperience,166
167,"('teacherdedication', 'studentengagement', 'collaborativediscourse', 'conceptreinforcement')",academicadvancement,167
168,"('soilhealth', 'irrigationefficacy', 'equipmentupkeep', 'cultivationexpertise')",bountifulharvest,168
169,"('accidentavoidance', 'ridecomfort', 'fuelthrift', 'versatilityofuse')",ownershipdelight,169
170,"('equipmentdiversity', 'programvariety', 'staffprofessionalism', 'facilityupkeep')",memberenthusiasm,170
171,"('systemstability', 'featureset', 'usertesting', 'securityprotocols')",solutioneffectiveness,171
172,"('materialexcellence', 'constructionprecision', 'bespokedetails', 'creativevision')",designdistinction,172
173,"('riskevaluation', 'policycomprehensiveness', 'customerfocus', 'accountability')",peaceofmind,173
174,"('propulsivepower', 'flightcontrolresponse', 'systemsintegration', 'airmanshipability')",missionsuccess,174
175,"('diagnosticacuity', 'treatmentproficiency', 'sincerecaring', 'carecontinuity')",healthrestoration,175
176,"('ingredientintegrity', 'preparationmastery', 'balanceofseasonings', 'aestheticplating')",gustatorypleasure,176
177,"('teacherpassion', 'studentresponsiveness', 'richdiscourse', 'conceptclarity')",academicprogress,177
178,"('soilnutrition', 'wateraccess', 'equipmentfunction', 'agriculturalexpertise')",abundantharvest,178
179,"('safetyengineering', 'dynamicaptitude', 'interiorcomfort', 'fueloptimization')",ownershipenjoyment,179
180,"('equipmentvariety', 'programdiversity', 'staffexcellence', 'facilityupkeep')",membervitality,180
181,"('softwarerobustness', 'capabilitybreadth', 'qualityvalidation', 'dataprotection')",solutionimpact,181
182,"('materialquality', 'precisionworkmanship', 'bespokefinishing', 'creativeexpression')",productdesireability,182
183,"('riskevaluation', 'policyexpertise', 'customerintimacy', 'accountability')",confidenceinstilled,183
184,"('aerospaceefficiency', 'handlingaptitude', 'avionicsintegration', 'aircrewcompetency')",operationalsuccess,184
185,"('diagnosticaccuracy', 'treatmentproficiency', 'humanecaring', 'carecontinuity')",healthactualization,185
186,"('ingredientintegrity', 'culinaryprowess', 'seasoningnuance', 'aestheticpresentation')",epicureandelight,186
187,"('instructionalskill', 'learnerenthusiasm', 'peercollaboration', 'conceptreinforcement')",scholasticadvancement,187
188,"('soilnutrition', 'irrigationaccess', 'equipmentfunction', 'cultivationexpertise')",agriculturalbounty,188
189,"('occupantsecurity', 'dynamicaptitude', 'cabinrefinement', 'energythrift')",ownershippleasure,189
190,"('equipmentarray', 'programvariety', 'staffprofessionalism', 'facilitystewardship')",memberthriving,190
191,"('softwarestability', 'capabilityrange', 'qualityassurance', 'datasecurity')",solutionusefulness,191
192,"('materialexcellence', 'artisanalcraftsmanship', 'customembellishment', 'innovativestyle')",productcovetability,192
193,"('exposurequantification', 'policycomprehensiveness', 'customercentricity', 'transparency')",confidenceinstilled,193
194,"('vehicleoptimization', 'handlingharmony', 'systemscohesion', 'operatorskill')",missioneffectiveness,194
195,"('Yearsofeducation', 'Incomelevel', 'Jobperformancerating', 'Yearsatcompany')",Salary,195
196,"('Ingredientcost', 'Productionefficiency', 'Marketdemand', 'Brandloyalty')",Companyprofit,196
197,"('Studyhoursperweek', 'Gradepointaverage', 'SATscore', 'Extracurricularactivities')",Collegeadmissions,197
198,"('Communityservicehours', 'Leadershippositions', 'Interviewperformance', 'Recommendationletters')",Scholarshipamount,198
199,"('Apartmentsize', 'Neighborhoodsafety', 'Commutetime', 'Amenities')",Rentprice,199
200,"('Vehiclemileage', 'Maintenancerecords', 'Accidenthistory', 'Resaledemand')",Sellingprice,200
201,"('Cloudcoverage', 'Precipitation', 'Snowfall', 'Visitorcapacity')",Skiresortrevenue,201
202,"('Farmacreage', 'Soilquality', 'Rainfall', 'Automationlevel')",Cropyield,202
203,"('Bandwidth', 'Computingpower', 'Datastorage', 'Reliability')",Cloudservicerevenue,203
204,"('Primelocation', 'Foottraffic', 'Customerloyalty', 'Brandawareness')",Retailstoresales,204
205,"('Gymmembershipduration', 'Workoutfrequency', 'Healthydiet', 'Medicalcheckups')",Healthinsurancepremium,205
206,"('Airquality', 'Noiselevels', 'Commutelength', 'Homesquarefootage')",Housingprice,206
207,"('Ingredientquality', 'Chefexperience', 'Restaurantdecor', 'Onlinereviews')",Mealprice,207
208,"('Patentportfolio', 'Founderexpertise', 'Investorinterest', 'Prototypereadiness')",Venturefundingvaluation,208
209,"('Actorfame', 'Directorprominence', 'Specialeffectsbudget', 'Sourcematerialpopularity')",Movieboxofficerevenue,209
210,"('Batterycapacity', 'Rangepercharge', 'Chargingspeed', 'Passengercapacity')",Electricvehiclesalesprice,210
211,"('Socialmediafollowers', 'Streamingsubscribers', 'Merchandisesales', 'Concertticketsales')",Musicianannualearnings,211
212,"('Empiresize', 'Armystrength', 'Commanderexperience', 'Technologyadvancement')",Conquestsuccessrate,212
213,"('Employeesatisfaction', 'Workculture', 'Companygrowth', 'Managementsupport')",Employeeretentionrate,213
214,"('Waterexposure', 'Extremeweatherrisk', 'Emergencypreparedness', 'Buildingcodes')",Insuranceclaimodds,214
215,"('Bridgecondition', 'Trafficvolume', 'Maintenancebudget', 'Improvementprojects')",Lifespan,215
216,"('Touristattractions', 'Hotelvacancies', 'Flightcosts', 'Exchangerate')",Foreignvisitors,216
217,"('Woolquality', 'Dyeused', 'Weaverskill', 'Craftsmanship')",Rugprice,217
218,"('Enginepower', 'Fuelefficiency', 'Passengercapacity', 'Safetyfeatures')",Vehicleresalevalue,218
219,"('Arableland', 'Farmmachinery', 'Agriculturalexpertise', 'Transportationinfrastructure')",Foodexports,219
220,"('Mineralreserves', 'Equipmentquality', 'Regulationlevel', 'Mineproductivity')",Miningcompanyrevenue,220
221,"('Treeage', 'Canopyarea', 'Conservationstatus', 'Carbonsequestration')",Forestecologicalvalue,221
222,"('Proteincontent', 'Calorielevel', 'Nutrientdensity', 'Tastepreference')",Petfoodsales,222
223,"('Interestrates', 'Unemploymentlevel', 'Consumerspending', 'Businessinvestment')",Economicgrowth,223
224,"('Websitetraffic', 'Emaillistsize', 'Socialmediaengagement', 'Paidadvertising')",Onlinecoursesales,224
225,"('Supplychainstability', 'Inventorylevel', 'Deliveryspeed', 'Purchaseflexibility')",Customerretention,225
226,"('Ingredientquality', 'Recipecomplexity', 'Presentationstyle', 'Restaurantlocation')",Mealprice,226
227,"('Coastlineaccess', 'Acreage', 'Zoningallowance', 'Nearbyamenities')",Propertyvalue,227
228,"('Companyrevenue', 'Profitmargin', 'Managementexpertise', 'Industrygrowth')",Stockprice,228
229,"('Playerstats', 'Coachexperience', 'Fanloyalty', 'Stadiumcapacity')",Sportsteamvaluation,229
230,"('Flightrange', 'Passengercapacity', 'Fuelefficiency', 'Safetyfeatures')",Aircraftprice,230
231,"('Collectionsize', 'Displayquality', 'Guestspeakers', 'Grantfunding')",Museumattendance,231
232,"('Solarexposure', 'Soilnutrientlevel', 'Irrigationmethod', 'Pestcontrol')",Cropyield,232
233,"('Highwaycapacity', 'Publictransitaccess', 'Bikeinfrastructure', 'Walkabilityscore')",Homeprice,233
234,"('Proteincontent', 'Fiberamount', 'Vitamindensity', 'Tasteprofile')",Cerealmarketshare,234
235,"('Movieruntime', 'Starpower', 'Specialeffects', 'Sourcematerial')",Boxofficerevenue,235
236,"('Batterylife', 'Screenquality', 'Cameramegapixels', 'Processorspeed')",Smartphonesales,236
237,"('Ingredientquality', 'Recipecomplexity', 'Platingstyle', 'Restaurantdecor')",Mealprice,237
238,"('Parcelsize', 'Buildingage', 'Renovationscope', 'Neighborhoodappeal')",Homevalue,238
239,"('Catchvolume', 'Sustainabilitycertification', 'Processingmethod', 'Exportconnections')",Seafoodprofits,239
240,"('Texturequality', 'Stitchdurability', 'Fabricbreathability', 'Garmentfit')",Clothingprice,240
241,"('Industryconnections', 'Dealpipeline', 'Founderexpertise', 'Tractionmetrics')",Startupvaluation,241
242,"('Fatcontent', 'Proteinamount', 'Micronutrientlevel', 'Flavorprofile')",Yogurtmarketshare,242
243,"('Highwayproximity', 'Nearbyamenities', 'Schooldistrict', 'Crimerate')",Neighborhoodhomevalue,243
244,"('Ingredientcost', 'Productionefficiency', 'Inventorycapacity', 'Distributionrange')",Profitmargin,244
245,"('Makeuplongevity', 'Skinbenefits', 'Applicatorease', 'Brandprestige')",Cosmeticprice,245
246,"('Roomdimensions', 'Furnishingquality', 'Buildingamenities', 'Viewdesirability')",Rentalprice,246
247,"('Enginepower', 'Accelerationspeed', 'Handlingrating', 'Passengercapacity')",Vehicleresalevalue,247
248,"('Ideauniqueness', 'Founderexpertise', 'Advisorsupport', 'Fundingraised')",Startupsuccessodds,248
249,"('Producequality', 'Recipecreativity', 'Presentationstyle', 'Reviewerratings')",Cookbooksales,249
250,"('Mineproductivity', 'Commodityoutlook', 'Energyaccess', 'Transportationlinks')",Miningrevenue,250
251,"('Outreachbudget', 'Memberincentives', 'Retentioninitiatives', 'Donorprograms')",Nonprofitfundinglevel,251
252,"('Soilfertility', 'Sunexposure', 'Pestmanagement', 'Farmexpertise')",Cropyield,252
253,"('Ideaquality', 'Founderdedication', 'Mentorguidance', 'Acceleratortraining')",Startupsuccessodds,253
254,"('Ingredientquality', 'Productionefficiency', 'Distributionrange', 'Brandloyalty')",Foodcompanyrevenue,254
255,"('Highwayaccess', 'Developmentpotential', 'Schoolrating', 'Crimelevel')",Neighborhoodhomeprice,255
256,"('Showquality', 'Guestcomfort', 'Stafftraining', 'Promotionalbudget')",Entertainmentvenuerevenue,256
257,"('Fatcontent', 'Fiberamount', 'Proteinquality', 'Flavorprofile')",Granolabarsales,257
258,"('Parcelsize', 'Zoningallowance', 'Nearbyamenities', 'Schooldistrict')",Propertyvaluation,258
259,"('Ingredientquality', 'Recipetesting', 'Feedbackusage', 'Targetdemographic')",Cookbookprofitability,259
260,"('Producegrade', 'Butcherskill', 'Meatcutstyle', 'Grocerydisplay')",Delisectionsales,260
261,"('Routeconvenience', 'Vehiclecomfort', 'Ridersavings', 'Promotioneffectiveness')",Publictransitrevenue,261
262,"('Teacherquality', 'Technologyaccess', 'Administrationsupport', 'Extracurricularvariety')",Schoolranking,262
263,"('Skinbenefits', 'Applicatorease', 'Producttesting', 'Celebrityendorsement')",Skincaresalesrevenue,263
264,"('Highwayaccess', 'Landvalue', 'Developmentcosts', 'Constructionexpertise')",Homebuilderprofitmargin,264
265,"('Woolquality', 'Loomautomation', 'Weaverskill', 'Energyefficiency')",Textileprofitmargin,265
266,"('Catcharea', 'Sustainabilitylevel', 'Processingefficiency', 'Exportcapabilities')",Fishingcompanyrevenue,266
267,"('Fatcontent', 'Proteinquality', 'Micronutrientdensity', 'Flavorprofile')",Yogurtsalesrevenue,267
268,"('Producegrade', 'Butcherskill', 'Meatstylepreferences', 'Grocerydisplay')",Deliprofitability,268
269,"('Skinbenefits', 'Scentappeal', 'Giftappeal', 'Promotionalbudget')",Candlesalesrevenue,269
270,"('Oceanview', 'Beachaccess', 'Nearbyamenities', 'Purchaseincentives')",Condosalesprice,270
271,"('Woolquality', 'Dyevariety', 'Stitchdensity', 'Garmentstyle')",Clothingprice,271
272,"('Mineproductivity', 'Operatorexpertise', 'Equipmentupgrades', 'Exportcapabilities')",Miningprofit,272
273,"('Showentertainment', 'Stafffriendliness', 'Hotelprestige', 'Promotionaleffectiveness')",Occupancyrate,273
274,"('Fatcontent', 'Proteinquality', 'Vitamindensity', 'Flavorprofile')",Nutbuttersales,274
275,"('Parcelsize', 'Constructionstyle', 'Designcohesiveness', 'Schoolrating')",Homeprice,275
276,"('Woolquality', 'Loomefficiency', 'Distributionrange', 'Fiberversatility')",Textilecompanyrevenue,276
277,"('Playerabilities', 'Managerexpertise', 'Draftanalysis', 'Stadiumatmosphere')",Teamperformance,277
